2025-07-02 15:53:19,314 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:08:38,823 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:08:38,925 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:08:38,925 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:08:38,926 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:08:38,928 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:08:38,928 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:08:38,929 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:08:38,970 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:08:39,069 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:08:39,069 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:08:39,125 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:08:39,212 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:08:39,213 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:08:39,214 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:08:39,216 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:08:39,216 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:08:39,217 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:08:39,257 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:08:39,295 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:08:39,296 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:09:11,237 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:09:11,342 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:09:11,343 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:09:11,343 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:09:11,345 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:09:11,345 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:09:11,346 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:09:11,388 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:09:11,488 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:09:11,489 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:09:11,550 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:09:11,637 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:09:11,638 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:09:11,639 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:09:11,640 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:09:11,641 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:09:11,642 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:09:11,682 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:09:11,721 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:09:11,721 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:13:28,328 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:13:28,434 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:13:28,435 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:13:28,436 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:13:28,438 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:13:28,439 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:13:28,440 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:13:28,499 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:13:28,598 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:13:28,599 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:13:28,661 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:13:28,750 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:13:28,751 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:13:28,752 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:13:28,754 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:13:28,755 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:13:28,756 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:13:28,814 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:13:28,867 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:13:28,867 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:14:40,182 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:14:40,286 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:14:40,286 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:14:40,287 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:14:40,289 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:14:40,289 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:14:40,290 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:14:40,335 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:14:40,434 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:14:40,435 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:14:40,491 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:14:40,578 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:14:40,579 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:14:40,580 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:14:40,581 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:14:40,582 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:14:40,582 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:14:40,623 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:14:40,663 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:14:40,664 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:15:14,427 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:15:14,538 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:14,539 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:14,539 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:14,541 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:14,542 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:14,542 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:14,583 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:15:14,680 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:15:14,681 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:15:14,734 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:15:14,820 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:14,821 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:14,821 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:14,823 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:14,824 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:14,824 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:14,865 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:15:14,904 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:15:14,905 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:15:55,750 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:15:55,862 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:55,863 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:55,863 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:55,866 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:55,867 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:55,868 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:55,913 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:15:56,008 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:15:56,009 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:15:56,067 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:15:56,156 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:56,157 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:56,157 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:15:56,159 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:56,160 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:56,160 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:15:56,200 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:15:56,245 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:15:56,246 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:20:52,616 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:20:52,726 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:20:52,726 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:20:52,727 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:20:52,729 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:20:52,729 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:20:52,730 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:20:52,773 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:20:52,869 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:20:52,870 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:20:52,925 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:20:53,012 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:20:53,013 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:20:53,013 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:20:53,015 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:20:53,016 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:20:53,016 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:20:53,057 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:20:53,095 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:20:53,096 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:23:54,755 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:23:54,858 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:23:54,858 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:23:54,859 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:23:54,861 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:23:54,861 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:23:54,862 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:23:54,903 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:23:54,998 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:23:54,998 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:23:55,060 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:23:55,147 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:23:55,147 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:23:55,148 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:23:55,150 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:23:55,150 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:23:55,151 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:23:55,191 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:23:55,231 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:23:55,232 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:26:42,717 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:26:42,818 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:26:42,819 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:26:42,820 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:26:42,821 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:26:42,822 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:26:42,822 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:26:42,865 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:26:42,960 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:26:42,961 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:26:43,017 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:26:43,105 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:26:43,106 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:26:43,106 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:26:43,108 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:26:43,109 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:26:43,109 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:26:43,150 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:26:43,190 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:26:43,191 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:27:23,944 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:27:24,049 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:27:24,050 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:27:24,051 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:27:24,053 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:27:24,053 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:27:24,054 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:27:24,095 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:27:24,187 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:27:24,187 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:27:24,242 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:27:24,344 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:27:24,345 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:27:24,345 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:27:24,347 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:27:24,348 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:27:24,348 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:27:24,386 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:27:24,425 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:27:24,425 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:28:14,419 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:28:14,518 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:28:14,519 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:28:14,520 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:28:14,521 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:28:14,522 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:28:14,522 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:28:14,564 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-03 12:28:14,653 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:28:14,653 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:28:14,712 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:28:14,799 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:28:14,799 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:28:14,800 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:28:14,802 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:28:14,803 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:28:14,804 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-03 12:28:14,851 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-03 12:28:14,889 | INFO     | CheckerApp | setup_application:563 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-03 12:28:14,890 | INFO     | CheckerApp | _setup_workflow_routes:2319 | [ROUTING] Workflow routing system setup complete
2025-07-03 12:29:34,380 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-03 12:29:34,481 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-03 12:29:34,481 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
